30.53760151,31.33635541
,
29.32191002,30.28567806
,
29.49595725,25.70759122
,
29.90058387,24.96452278
,
30.68114712,32.51024774
,
28.96355887,33.06886642
,
30.60868531,27.77600715
,
33.05579629,30.41087133
,
32.10250581,30.96550588
,
30.4899858,28.30113379
,
28.72988967,26.7920579
,
30.38827974,27.85457011
,
31.07063903,28.94191043
,
30.36174758,30.16511764
,
29.65062451,30.81619243
,
31.25998032,31.95925963
,
32.31743562,30.42013347
,
28.02674585,30.24070197
,
28.39063011,26.14065411
,
32.33212626,30.3559869
,
27.72203511,31.63819346
,
26.67550424,25.80284061
,
29.67754688,32.31559553
,
31.30127365,29.65186062
,
28.58582461,28.15899438
,
31.94097794,29.7164467
,
29.37659435,32.06698238
,
29.14078004,31.66886892
,
28.05418673,30.08655021
,
27.36543032,33.69492437
,
31.06489028,30.58867887
,
32.39792209,33.65347193
,
32.45662196,30.22597849
,
27.68387102,32.52657751
,
30.15703025,30.22265855
,
33.11638327,31.30328012
,
31.62423266,30.92531873
,
31.81138898,29.46448527
,
29.71227134,28.76670044
,
25.47743608,25.93275374
,
28.8938682,28.99755696
,
32.44219991,28.64830729
,
29.52794608,32.15679209
,
27.83952024,28.96447393
,
29.17246749,26.52838498
,
33.09556429,30.82953755
,
29.96172963,28.07216222
,
30.21192616,29.25698329
,
28.85083487,29.0484141
,
27.94231877,28.14462902
,
25.4815537,30.27822973
,
30.45140282,26.40820977
,
27.57314103,31.27111644
,
31.00786662,31.67787321
,
30.11239886,33.59188647
,
28.31099531,30.54932336
,
30.53571688,35.14775388
,
27.99747432,24.81865892
,
28.68711191,31.58125055
,
30.33876488,29.71294868
,
30.1977649,31.86216623
,
29.56969223,31.78171128
,
28.14556059,31.19131452
,
30.2853254,29.73828307
,
29.74770034,28.99961227
,
27.93775422,29.91952656
,
29.22073822,31.3893525
,
31.2989291,32.8543058
,
30.41951151,27.34843183
,
30.66896604,31.09394517
,
29.62448554,30.40843608
,
32.70289009,30.07921923
,
29.76805089,30.87914065
,
30.80271335,30.02110348
,
31.0787847,32.30042314
,
30.07216071,35.9318556
,
30.32353463,31.09248819
,
29.441247,31.42073278
,
29.24240551,28.18012484
,
29.52363968,29.32291062
,
29.51551672,32.23412248
,
28.47380958,26.59457976
,
30.1411523,27.39053042
,
28.7383678,31.08641514
,
29.90367591,25.86216328
,
29.27383897,26.12793113
,
31.86761402,29.7351699
,
29.26579017,30.53532276
,
31.34490047,26.49463006
,
29.09026066,30.03871643
,
29.84533083,32.33220807
,
31.33558256,29.06262311
,
32.18278123,27.98620654
,
28.71790509,32.53166494
,
29.11614239,32.10115875
,
29.61696145,28.07963847
,
29.94040615,33.22925374
,
33.93382617,29.18385626
,
29.06704645,30.55855446
,
29.23419341,28.29712196
